"nvp_id","nvp_respondant_id","nvp_name","nvp_value","nvp_name_id"
207832,10952,"How would your background make you a success in the job you are applying for.","%HESITATION you know I think %HESITATION that that %HESITATION a lot of people encounter %HESITATION certain terriers struggle challenges when it comes to phone work %HESITATION setting appointments talking to strangers %HESITATION and I I believe I've already break broken grew that %HESITATION you know boot camp if you want to call it that %HESITATION I've I've I've put in a lot of work on the phone with certain job with us numerous jobs and %HESITATION I I have my confidence it's it develop the character about me I mean in person I can pick up a conversation with strangers I've already broken through that the you know combination of intimidation or shyness or %HESITATION not sure where the conversation can go %HESITATION I learned out of it from you know one question or one topic of the conversation etcetera etcetera so I I just feel like I've accomplished maneuver and get past those jitters I guess the new people have ",149
207833,8401,"How would your background make you a success in the job you are applying for.","I have experienced folks and %HESITATION question and a and B. two B. and B. two C. sales I have experience in setting appointments I have a very professional and personal goal still over the phone %HESITATION I have %HESITATION extensively experience in setting my own requirements as an insurance agent %HESITATION there or in every position I've ever had I've always been customers Ford and I'm also into very into sin in the way I work and thank referred be my own boss swear to %HESITATION I manage my own ship so to speak ",149
207834,11339,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I like to do sales I like the idea of working from home office and I like the idea of working on a variety of projects ",150
207835,11339,"How would your background make you a success in the job you are applying for.","I have been in sales for over twenty years and I've been extremely successful at each of my positions at most of them I've been rated the number one inside sales rep ",149
207836,11339,"How do you feel about the recorded phone interview process you have just completed.","it was fine ",151
207837,8431,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","what stability earning potential ",150
207838,8431,"How would your background make you a success in the job you are applying for.","I built my business phone cold calling and develop relationships %HESITATION created a company from two hundred fifty thousand dollars in sales up to six million I was responsible ",149
207839,8431,"How do you feel about the recorded phone interview process you have just completed.","different one way or the other ",151
207840,11368,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","my main reason for looking into this position are that I want to continue to be a working individual however I also would like to be able to have flexibility in my work schedule so that I can spend more time with my family %HESITATION I particularly sought out this position and I was referred by a either a current or former employee I can't remember if she still works there %HESITATION by Pam green she told me about this position and it really resonated with me and it seems to fall in line with what I am already currently doing which is something that I'm very good at and I do enjoy %HESITATION but it's it's seems to be the perfect opportunity for me to be able to do a little bit more of a work from home a situation so that I can spend more time with my children and be able to still provide for them financially ",150
207854,11258,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","well I've been doing business to business cold calling for over ten years now and I'm doing a very part time positions from looking to add jumped another position onto what I'm already doing ",150
207856,11258,"How do you feel about the recorded phone interview process you have just completed.","well the first wine of communicating for your company would be your callers so I think would be very important to here they were demeanor how they conversation on the telephone %HESITATION you know just how they converse with other people so it's probably a very good idea near and to have this type of process before going forward ",151
207841,11368,"How would your background make you a success in the job you are applying for.","well while I had not grown up as a small child saying nano man I want to be in the sales force %HESITATION you know just like every other little kid I wanted to be a doctor or a teacher or something you know glamorous but when I %HESITATION did finally graduate from college and I did make my way into the working world %HESITATION I was presented with the opportunity to work for a little known company called Fizer %HESITATION day I they hired me as a contractor through publicist touch point solution %HESITATION and that's kind of how I started my seals slash customer service %HESITATION life %HESITATION I worked for them for a year under the contract when the contract is up unfortunately I just as my job but I did find %HESITATION a new home for for my self I'm here at the company that I currently work for %HESITATION which is complete the screen the lawn care company %HESITATION but these these two opportunities really built me as %HESITATION as an employee as an individual as a person %HESITATION it taught me a lot in different sales techniques but it's also taught me a lot and how to not just be somebody selling something but to provide a solution and help someone solve a problem I'm simply by listening to what they have to say and helping them whether it's a small solution %HESITATION or or maybe it's you know a big long term investment on their part but I think that between the two companies that I've really worked very hard for %HESITATION they've they've taught me a lot in the long term %HESITATION just to put in perspective the first year that I worked here at this one Kerr company I did sell close to half a million dollars %HESITATION in the course of my long term %HESITATION sales life here I've ",149
207842,11368,"How do you feel about the recorded phone interview process you have just completed.","I think that this is actually a great %HESITATION interview process option I'm to give people the opportunity to answer the question especially considering that this is the remote possession you know you're you're looking for positions all over the place even though you're based in Florida I have the opportunity to apply for this job and be able to speak my mind and tell you who I am and tell you how I work %HESITATION without actually having to fly all the way to Florida to talk to you I'm so I think that this is a great three HR option I think that a lot more companies should utilize that ",151
207843,10980,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I have been in the sale area for thirty five years I sail home I'm a real estate agent and I'm anxious to reach out to a new area to start a new career ",150
207844,10980,"How would your background make you a success in the job you are applying for.","Frank Graham is in sales I enjoy meeting people Olympic communicator and I listen and acting very successful and I'm looking to make a new commitment to a new you know area ",149
207845,11325,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm interested in working at sales of roads to be able to make %HESITATION more income than a making now also to be able to work from home instead of commuting %HESITATION the company I own now which is would for refinishing I'm doing %HESITATION residential properties but most of the work is going more north of Miami I live in Miami and the work is in the north %HESITATION Palm Beach areas which is about two hour drive so I prefer to work from home have more %HESITATION time making money instead of less less time driving so that would be my answer for that question ",150
207846,11325,"How would your background make you a success in the job you are applying for.","I've done cold calling before many years ago but I you know the drill of working on dialer so I know you have to be persistent can't give up and you just have to keep making is called until you get in contact with the right person the decision maker and I think that I have that capability since I've done cold calling before and I'm not afraid of it ",149
207847,11320,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm looking for the flexibility of low a remote work from home type of situation sales roads seems to offer that ability %HESITATION I've been in sales for the past twenty years I love it the aspect or sales very disciplined and self motivated and have the capabilities and where with all to work with minimal our management interaction ",150
207848,11320,"How would your background make you a success in the job you are applying for.","I have over twenty plus years experience in sales everything from life insurance health insurance annuities mutual funds real estate %HESITATION solar the solar industry in home presentations as well as in the field in board room presentations I'm comfortable in front of a a large group of people as well as one on one ",149
207849,11320,"How do you feel about the recorded phone interview process you have just completed.","I believe it's a little bit different for me %HESITATION IVR for face to face or in person interviews where I can understand then read the culture of a particular company %HESITATION it's a little bit colder are standoffish to speak to a recording that being said I think it is highly efficient and today's economic climate ",151
207850,11303,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm looking to work for cells roads because it's right I will house is far as cold calling say deployments I'd be on the phone years of experience doing that thank you know ardor telephonic so ",150
207851,11303,"How would your background make you a success in the job you are applying for.","okay stated the previous question %HESITATION my previous experience of the sales almost all the jobs I've had last year see themselves %HESITATION face to face sales business sales telephonic sales %HESITATION is wells organization %HESITATION be a team player %HESITATION you know working in a team environment that the same time very good reports colleagues learning new concepts quickly working well pressure ",149
207852,11297,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","looking for a dynamic company that'll be able to reward me for my achievements ",150
207853,11297,"How would your background make you a success in the job you are applying for.","I've over thirty years in sales experience both from a new business it also from retaining existing business I have a knowledge of great number of industries I feel that I'm up to date a lot of current information and I also am very progressive as far as making sales calls either by phone or in person to be able to get into see the particular client I'm calling on ",149
207857,11246,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","the reasons I'm interested and sales rose it spoke to me on a few different level %HESITATION eyes managed groups for %HESITATION direct marketing mostly in the travel arena I'm used to working with exactly is %HESITATION sixty level players and they have round table and convincing them what my call center needs for technology or the generation on marketing %HESITATION I feel confident talking to %HESITATION you know an individual within a company and just reading over %HESITATION the job description and then what %HESITATION I did look into sales approach it seems to just tie and with my past experience that I would be really confident ",150
207858,11246,"How would your background make you a success in the job you are applying for.","I feel like maybe I answer a little bit of that and the first question but %HESITATION I would say you know dangling back to %HESITATION being able to communicate with people on any level %HESITATION from an associate level %HESITATION all the way up to president and owners %HESITATION my background I only reported into owners of companies and presidents %HESITATION and they've all they usually always would instill in me to go after when they need it for my call center so %HESITATION I'm really used to talking to vendors and %HESITATION people at the top of the %HESITATION yet the level for vendors and convincing them %HESITATION to go shoot prices so if we're talking about technology or even the generation %HESITATION I know what it's like to spend money on me generation and expect the returning the conversion back so I think all those things tie in pretty wild whereas %HESITATION you know making some phone dialed in convincing people to buy the product and services ",149
207859,11245,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","yes hi %HESITATION my interest in your company is that I am currently working independently or have been since two thousand eight providing B. two B. marketing %HESITATION customer service lead nurturing and I'd like to work with reputable company on a long term basis a lot of my positions run themselves out in about four years so I am looking for long term %HESITATION work ",150
207860,11245,"How would your background make you a success in the job you are applying for.","I have worked ad remotely from my home since two thousand and eight with various different types of companies and different types of industries %HESITATION which is as successful track record providing sales and marketing managing this in so ho database a nurturing these leads %HESITATION and creating correspondence to send out by email point setting and also lead conversion and I feel like I have done quite a bit to offer your company ",149
207861,11256,"How would your background make you a success in the job you are applying for.","I feel like I would be a good fit for sales roads because I have excellent communication skills I %HESITATION I'm a great appointment setter %HESITATION I work well with others and with my peers I am very experienced at the work at home position due to my organizational skills %HESITATION and I have personally worked in the past on behalf of my husband for with sales roads %HESITATION we used to do business with him mu wall and we really enjoyed how your business operates and I would love to be part of that %HESITATION organization also I'm professional I have a professional phone etiquette %HESITATION I have done telemarketing in the past %HESITATION and appointment scheduling and I would just love the opportunity to work for sales roads ",149
207862,11256,"How do you feel about the recorded phone interview process you have just completed.","%HESITATION wow are it's okay %HESITATION I'd rather have spoken with somebody in person %HESITATION but I really am joins the phone interview and %HESITATION I hopefully will get an opportunity to work with sales roads %HESITATION and I thank you for this opportunity ",151
207863,11264,"How would your background make you a success in the job you are applying for.","my background is born the sales and all I have used to I'm used to aw prospecting and used to asking for it Aug business I understand it sales are made %HESITATION based upon all of the motion use know that you have to continue to push forward in the sales process and also push for new prospecting ",149
207864,11469,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I worked for sells rolled a few years ago and I enjoyed it unfortunately %HESITATION I had we had to part ways but me going to Florida and I know that what you guys have to offer %HESITATION I'm desire to be the best in the company %HESITATION give you all what I have like I did last time ed going to Florida to make a name for myself and look or to %HESITATION Justin you guys anyway kia ",150
207865,11558,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I would like to work for sales rose because I have heard great things about the company as a whole from other employees %HESITATION and I also like the flexibility and the our ability to use my skills with customer service and helping %HESITATION another company in that way I do feel very strongly about companies having a good customer service %HESITATION people on their staff and offering those %HESITATION those quality kind of services to their clients and customers so I would love to have the opportunity to be able to provide that for your company ",150
207866,11558,"How would your background make you a success in the job you are applying for.","I have a background in customer service through retail and restaurant %HESITATION industry and I have a lot of experience with that and how to handle different people questions and enquiries and issues that may arise as well as %HESITATION I am now at this point running my own business as a photographer and handle all of the behind the scenes kind of sing with my client I helped with %HESITATION anything that any of my clients need answering the question through email or phone I do in person consultations with them as well and I feel that and that alone running my business for the last six years would make me a very great asset to the company itself ",149
207867,10969,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","the reasons why I'm looking to work for sales rose is I believe I am a consummate professional that has been working %HESITATION for over thirty years in sales and had retired from financial services OB currently working in real estate %HESITATION but I feel they like to work for sales roads because it gives me the freedom to work from home where I can utilize all the skills that I have developed and the %HESITATION looking to to have a challenging position but also the freedom from working from home ",150
207868,10969,"How would your background make you a success in the job you are applying for.","the reason I would be successful in the job that I'm applying for as I spent many many years on the phone in a cold call we manner %HESITATION in financial services arm used to spending eight hours a day on the phone conversing with clients and Celine and %HESITATION using a very convincing style and of being very analytical and also being very knowledgeable about the product from us selling %HESITATION so I've I've had make a long term career on the phone and %HESITATION I feel that would be me a %HESITATION an advantage %HESITATION in becoming a successful sales rep with cells roads ",149
207869,10969,"How do you feel about the recorded phone interview process you have just completed.","I really enjoy the recorded phone interview process %HESITATION I think it gives me a %HESITATION an ability to think quickly on my feet and I think it would give he gave the the %HESITATION interviewers here in days the management had sales roads the ability to listen to me and know that I am very knowledgeable and also very %HESITATION personable on the phone and to have a good context of what I would be selling %HESITATION and I think that %HESITATION eight shows that I am very quick and unable to handle the position %HESITATION when I do find out what the I will be selling or what I will be representing so I think I do I do like it a lot and %HESITATION being able to be on the phone all day long is something I look forward to thank you ",151
207870,11480,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","yes hi %HESITATION the reason %HESITATION was considered working for so roads is it so close as we're used to work sorry %HESITATION sales roads is %HESITATION I've been in sales us account of elements of development %HESITATION for five years now and phone shows for seven and I always found selling into HR selling into doctors' offices us selling software %HESITATION it's all a lot about timing and not %HESITATION the actual %HESITATION a lot of it's luck and getting there at the right time getting your name out there %HESITATION but selling into sales departments looking to increase sales I believe that's not timing I think there's always budget for more sales %HESITATION so that's %HESITATION one of the big reasons I think and it's easier to sell to sellers people who sell so I'm I think it's an opportunity %HESITATION to convince are the right people again to increase your sales I think that sounds %HESITATION like a pretty %HESITATION little a little bit %HESITATION challenging but little %HESITATION timing wise and and %HESITATION and Iraq's investing up because it's recorded so it's a little awkward but anyway %HESITATION that's kind of were of my thoughts were going there ",150
207871,11480,"How would your background make you a success in the job you are applying for.","%HESITATION I think %HESITATION again for the first question to is I've been doing a sales for a phone sales for seven years now and five of those as sales development %HESITATION I know the challenges that come with being in sales development %HESITATION I know what it takes this to spend the day making phone calls trying to break through %HESITATION I think I can relate to the people who have the same challenges ",149
207872,11296,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I believe I'm looking into a company that I can actually have career growth in and %HESITATION have a team solid team and a reputable company to stay with them I believe I'd like to find a company that I can actually stay for ten or fifteen years and to grow with the company and have continued success %HESITATION I'll do so ",150
207873,11296,"How would your background make you a success in the job you are applying for.","I believe with my experience I have the personality and the president's and the passion to do really well in the sales grow I've been in the sales arena for different lines of industries and feel bad with my background along with my experience inside and outside along with speaking to people on the phone I believe I'm very well qualified to do what it takes to be successful as a sales rep ",149
207874,5490,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","one of the advantages I sign up working for sales reps or why I want to is the convenience of working from home to be able to put in the amount of effort you need in a comfortable environment %HESITATION I've become accustomed to working from home and I believe sales rose gives me that opportunity to continue it ",150
207875,5490,"How would your background make you a success in the job you are applying for.","well I've got about twenty five years of sales experience over the phone I'm I set appointments for a company in Illinois and I was considered or one to you award employee of the year because of the high amount of good quality %HESITATION because of the good quality of the appointments that I set for my outside sales rep so I I just believe that if the state ",149
207876,5490,"How do you feel about the recorded phone interview process you have just completed.","I'm I feel that it's different than any process I went through in the past it's always been more personal %HESITATION one on one interview however %HESITATION I feel that this kind of weeds out the people who are not qualified to make it a little bit easier on the interviewer known the company itself to get qualified applicants thank you ",151
207877,11413,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","one of the main reasons I'm attracted to working for sales rose is %HESITATION I enjoy %HESITATION outbound calling and and receiving inbound calls in the full full sales process in a big %HESITATION a big reason for my success with my previous positions it's been my ability to %HESITATION talk to somebody called %HESITATION you know a level bi level executives of pop on construction companies %HESITATION in set up a meeting are from that phone call which I could go to that meeting close the deal so setting up meetings it's something I'm very comfortable with doing %HESITATION this particular position it attracted me because I'm also looking for the opportunity to work in a remote environment where I can live %HESITATION up north during the summer in doubt yourself in Texas for the winter north to Minnesota where my wife is from I'm so that's the main reason I'm %HESITATION excited about learning more about this position ",150
207891,6034,"How do you feel about the recorded phone interview process you have just completed.","well what do you should ask that %HESITATION yeah my wife that recently it's a whole New World was I've had sky agree new views phone interviews that I think this is part of the first so I've had a pre recorded phone interview so it's an interesting %HESITATION addition to the new technology going on out there how do I feel about it a I don't have one feeling one way or the other about just is one of the ",151
207878,11413,"How would your background make you a success in the job you are applying for.","%HESITATION my background parlays into this role %HESITATION very well %HESITATION as I mentioned in the previous question a big part of my success of my previous roles came from setting up meetings %HESITATION from cold call so called Kong say apart by construction company that you know I wanted to introduce our services to %HESITATION and I would set up a meeting with them and I'm going present our services %HESITATION to them in close a deal there so %HESITATION the first part of it though every every %HESITATION new customer that are brought him is making that call in setting up the appointment so I'm very comfortable doing that %HESITATION joy do this well ",149
207879,11450,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","the reason I like to come to work there is %HESITATION I've read some reviews and read some good things about the company %HESITATION I am mom was tired so my retired I'm sixty six years old and I have health issues %HESITATION and I was looking to work from home and this seemed like a perfect opportunity for me I have a lot of experience in the you know say also eighteen or you know my job and I hear the and they still do part time as well I'm not as much in our business we have we've list and sell companies we do mergers and acquisitions so I speak to a lot of CIOS and presents for companies and %HESITATION what I saw and read about your company %HESITATION you know I feel this might be a good fit for me %HESITATION like to work about twenty five tops hours a week %HESITATION she Cooper reading from broken femur bone %HESITATION I'm still not actually walking outside without a Walker I go outside therapy still about two more months ago this happened back in October twenty seventh of twenty sixteen thank you ",150
207880,11450,"How would your background make you a success in the job you are applying for.","my background be very helpful to any company are you constantly stirring once in %HESITATION sales communications %HESITATION dealing with %HESITATION presidency owes of company dealing with people in general specially phone sales are due compositions like beard since two or five %HESITATION in sales are consulting those type of things so I think I can be an asset to any company out there is fire is promoting and %HESITATION putting together a nice our sales presentation and closing the deal ",149
207881,11450,"How do you feel about the recorded phone interview process you have just completed.","well I feel it's a pretty simple %HESITATION I feel it's okay %HESITATION naturally I was really speak to a person in general parks I understand with modern technology and new new things out there that %HESITATION things change I'm not totally against miss part time personally I would rather spoke to a person one on one ",151
207882,11412,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I have %HESITATION worked and the %HESITATION sales industry in telemarketing industry and appointment setting industry for %HESITATION at least the past twenty four years I have worked from home for the past six years %HESITATION I have a good office set up and %HESITATION this job looked very appealing to me I think I have a lot of qualifications and experience %HESITATION that would %HESITATION benefit your company ",150
207883,11412,"How would your background make you a success in the job you are applying for.","I have had %HESITATION a lot of excess in my past experiences again in this industry %HESITATION I have been %HESITATION promoted in a large call center I do have a lot of that sales an appointment setting %HESITATION I am very good at problem solving and customer service and sales so %HESITATION I've received %HESITATION awards in the past and the past %HESITATION jobs that I've I've had so %HESITATION I am very confident and that I would be an asset to your team ",149
207884,11415,"How would your background make you a success in the job you are applying for.","I've been in sales for seventeen years and I love to be on the phones and %HESITATION think this would be a good opportunity ",149
207885,11446,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I have been in sales for a thirty five plus years and I retired when my father became ill I am still young and sales has always been a part of my life and I enjoy interacting with people and %HESITATION also the sales part of it it's challenging as well as successful at the same time so that's why I looked into sales roads because I would have that inside sales opportunity ",150
207886,11446,"How would your background make you a success in the job you are applying for.","I'm very first in sales I can communicate with people face to face or over the telephone I enjoy interacting on all different subject levels and I actually enjoy people so %HESITATION I believe that I would be an outstanding asset to your company in the sales and %HESITATION inside sales then you ",149
207887,11446,"How do you feel about the recorded phone interview process you have just completed.","I think it's easy it's %HESITATION I'm kind of interacting with myself even though I'm certain that someone will be list re recording or listening to it on the other end %HESITATION I think it's %HESITATION it's I can do it on my own time and %HESITATION I appreciate %HESITATION the questions that were %HESITATION asked they were %HESITATION very easy to answer as far as I was concerned since I have been in sales for so many years it's just a natural for me so the process was good and %HESITATION I appreciate the opportunity ",151
207888,11436,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I am definitely looking to get back into a sale ",150
207889,11436,"How would your background make you a success in the job you are applying for.","my background would make me a success because they have over twelve years of sales experience including probably ten years of coal colleagues perianth and then ask of late five years of inbound marketing which all around I think we've seen amazing sales person I definitely have what it takes to get on the phone and paneled in Dio everyday and speak to people in close deals but at the same time I also know what it takes from the end on marketing standpoint to start generating warm leads and becoming a thought leader in the industry and as far as sales ",149
207890,6034,"How would your background make you a success in the job you are applying for.","%HESITATION well I am an exemplary salesman %HESITATION as witnessed Kobe solve some of that on my resume twenty plus years as one of the top rank salesman for one of the biggest music companies or old %HESITATION the only reason that it was because we got bought out by another company day basically cleared the decks %HESITATION I make I pardon me I develop poor with a client's very quick and easy I'm not afraid of cold calls like I have no problem just again establishing report any fast and simple matter sounds like from a gambler breaded procure your company profile that's kind of what you need ",149
207892,12169,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I feel that your company addresses all the issues I am interested in helping people with I feel that this is a company that would allow me to grow and learn and be able to help you to achieve goals and help me to achieve goals ",150
207893,12169,"How would your background make you a success in the job you are applying for.","I have many years of sales experience business to business %HESITATION business to client business the prospect %HESITATION and doing that I have learned several ins and outs of all directions on how to drive business how to make contacts how to network and how to be successful ",149
207894,11637,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","my first thought when I saw the sales road opportunity was the fact that it's a flexible job that works with telecommuting and I'm really interested in doing something different as far as being able to work out of my house and yet still being able to %HESITATION assist people on a daily basis for what they need so I thought this would be a good opportunity for me to at least inquire about and that's why I I filled out the application it sounds like a great opportunity ",150
207895,11637,"How would your background make you a success in the job you are applying for.","I have a plethora of experience in both inside and outside sales both on the telephone and in person so for these %HESITATION opportunity for sales roads I believe the %HESITATION the skills that I possess for telephone %HESITATION presentations would benefit me quite greatly I'd have the opportunity to speak calmly and professionally with people on a daily basis and be able to put their minds at ease for whatever the opportunity was I feel like it's fits my strengths and my %HESITATION and to my my personality and I I think it would be a great opportunity for both myself selfish late and also hopefully for the company ",149
207896,12172,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I am looking to work with a sales pitch and I ",150
207897,12172,"How would your background make you a success in the job you are applying for.","my background will eat me and that I have customer service and selling skills that I feel will help me with the sales rose position I've applied for ",149
207898,12172,"How do you feel about the recorded phone interview process you have just completed.","%HESITATION to be honest kind of fair %HESITATION couldn't really respond in full to the first question the cornice questions are okay but I much prefer to speak with a live person but it's okay %HESITATION it is what it is and I to hear from someone at sales rose thanks and have a great ",151
207899,11556,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I am looking forward to the second chapter of my career %HESITATION I'd like very much to continue working from my home office %HESITATION I think that %HESITATION sales roads are offers me a perfect opportunity to continue to communicate with people %HESITATION which is something I enjoy doing %HESITATION and %HESITATION being able to %HESITATION help grow the company's business as a result ",150
207900,11556,"How would your background make you a success in the job you are applying for.","I have spent forty plus years in sales and customer service and marketing %HESITATION all during that career %HESITATION my successes been based on my ability to communicate with people to forge relationships and to %HESITATION maintain a high profile within the industry as far as %HESITATION someone who is reliable %HESITATION and loyalty to the brand he works for and %HESITATION who has been able to %HESITATION grow businesses and each company I work for ",149
207901,11584,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm looking for a flexible %HESITATION opportunity that will allow me to use my skills odd to be beneficial to your company I do have experience in %HESITATION in point in setting an outbound cold calling and feel confident that I could make a strong contribution ",150
207902,11584,"How would your background make you a success in the job you are applying for.","I'm very comfortable speaking over the phone and building rapport with up both new opportunities and potential customer and those I've spoken to before %HESITATION I do have a strong history and working over the phone to both in doing appointment setting and outbound calling as well as maintaining relationships with inside sales customers I think %HESITATION also being driven and self motivated and accustomed to working in a telecommute remote office type of situation %HESITATION will allow me to step back into that role with %HESITATION a very short that ramp up time ",149
207903,11460,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I'm looking to work for sales roads because I my husband is getting ready to retire and we're getting ready to move to %HESITATION vacation area and I want to continue working out from home and have a little bit more flexibility with my scheduling ",150
207904,11460,"How would your background make you a success in the job you are applying for.","as a sales professional for quite a few years now I have a lot of experience working with customers very diverse industry experience and have worked at many levels and of many different organizations and think that that would make me a good candidate my ability to work with customers to close deals to get them to make decisions and to do value selling based on features and benefits of the products ",149
207905,11460,"How do you feel about the recorded phone interview process you have just completed.","I enjoy working with people by phone or in person I've had that in my background out from both perspectives phone interviews are good because it allows you some time to work with people and with the different factors you can be multi tasking looking things up wall talking to the customer so I think that that gives you an advantage sometimes when you're face to face you can be very odd and very focused on what they were saying but also you you can be if you are distracted that becomes very apparent to the customer who is in front of you ",151
207906,11589,"How would your background make you a success in the job you are applying for.","very skewed in communications with people working there believed to be field of had a lot of success in the past so I feel like I would be a great fit for yes ",149
207907,11567,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I've been doing phone sales work for over twenty years I feel very comfortable with that and I see your company as being a very solid company you've been around for a while I used to work for your company a few years ago and I liked all the culture I like the people %HESITATION that were of the management people there and I kept that in my mind set and I feel it's a very conducive environment for me to be productive ",150
207908,11567,"How would your background make you a success in the job you are applying for.","been doing phone sales %HESITATION jobs for over twenty years of also work some retail and very good with people I like talking to people I feel that I am I'm persuasive and that I explained the features and benefits or whatever it is that I marketing and I'm able to catch the attention of my audience by doing so ",149
207909,11564,"How do you feel about the recorded phone interview process you have just completed.","interesting %HESITATION and then again a very intriguing that's what I like about your company %HESITATION you do things differently %HESITATION looking forward again was as I I had have to be honest with you I enjoyed it and now this so thank you for the opportunity and I hope I hear from someone and can have another interview thanks for your time ",151
207910,11631,"What are the reasons you are looking to work for Sales Roads. After the beep take a few moments just to collect your thoughts, and then please give us your answer.","I was approached by cells roads by one of your recruiters that book to my profile a link that after a look at the profile and saw the reputation of the company and looked at the skills that you're looking for it looked like it was a line with my background and after looking at the job profile and my current situation we're on that what I'm looking to do I thought it appealed to me quite a bit as far as working from home the the sales of sixteen years beauty industry I'm pretty good on the phone I'm pretty comfortable front of a microphone or fall off of a podcast honesty this thing so with all that being said I just thought it was a good fit potentially for what I'm looking for and what the company is looking for ",150
207911,11631,"How would your background make you a success in the job you are applying for.","the position as far as I'm aware is for inside cells and for setting appointments as a eighty sells records that much before the first answer %HESITATION on I have a lot of experience on the phone I have a lot of experience building report strangers %HESITATION I know what questions to ask %HESITATION with the company that I own now I currently make cold calls everyday %HESITATION to a certain degree to set appointments for for myself and I know forty in certain industries with some of the hot buttons are and on the flip side of that I've I've had telemarketing services before when I work for this company is the past such as ATV and a few others and I know what a quality sales lead ism what is not and I think with the skill sets that I have being a career sales rep among other things I think I would do well with this position ",149
207912,11631,"How do you feel about the recorded phone interview process you have just completed.","what honestly this is old hat for me as I mentioned before I might be a little bit unique as far as people you're recruiting %HESITATION I have a podcast call the real deal with one C. back part of what I do is go back and edit my recorded voice %HESITATION which is actually put out there for the listening public on a bi weekly podcast currently on up hi this until next year but I edit my voice echoed through and splice it I record the %HESITATION interviews and the show notes and the script so this is pretty familiar to me and I kind of think in school thanks for asking ",151
207913,12169,"How do you feel about the recorded phone interview process you have just completed.","I think it's a great idea it helps you to get an idea of how people speak what they think when being asked a question can they put a sentence together do they sound logical and rational and intelligent I think it gives you a good head start of being able to complete the I the process thank you so much ",151
207914,11637,"How do you feel about the recorded phone interview process you have just completed.","I have no qualms with the phone interview I think it's quite a great way to test out what I can do on the %HESITATION on the phone as far as the speaking with someone that's not really there and see how my personality fits I think it makes a lot of sense for your company and it's a great way to get an introduction to me so I appreciate the opportunity and I hope we get to speak it in person sooner rather than later thank you for the opportunity ",151
207915,11556,"How do you feel about the recorded phone interview process you have just completed.","%HESITATION I like it very much I'm very comfortable in doing this I think it's a great way for a company to at least %HESITATION initiate the beginning process for interviews %HESITATION without having someone having to travel to an office for a person to person interview %HESITATION I hope it's been acceptable to you because it certainly was %HESITATION fine with me ",151
